TEXT REMOVED,,
420.175,0,3.76E-08
420.675,0,8.53E-08
421.1,0,9.26E-08
421.425,0,5.96E-08
421.7875,0,7.79E-08
422.125,0,9.63E-08
423.55,0,6.69E-08
423.7625,0,4.86E-08
424.0125,0,5.59E-08
424.2625,0,9.26E-08
424.5125,0,7.79E-08
424.775,0,1.04E-07
426.1875,0,6.33E-08
426.4625,0,8.89E-08
426.7125,0,7.06E-08
426.9625,0,7.79E-08
427.225,0,9.63E-08
427.5,0,5.59E-08
427.75,0,9.99E-08
428.025,0,1.07E-07
428.2875,0,6.69E-08
428.55,0,1.11E-07
428.825,0,7.43E-08
429.075,0,8.53E-08
429.325,0,7.79E-08
429.5625,0,8.16E-08
429.825,0,7.43E-08
431.0875,0,7.43E-08
431.35,0,1.11E-07
431.5875,0,1.11E-07
431.85,0,7.79E-08
432.1,0,7.79E-08
432.3625,0,7.79E-08
433.625,0,8.16E-08
433.8875,0,7.79E-08
434.1375,0,8.89E-08
434.4,0,1.29E-07
434.65,0,9.26E-08
434.9,0,2.25E-07
436.2875,0,2.39E-07
436.5625,0,2.87E-07
436.8,0,3.35E-07
437.075,0,3.86E-07
437.325,0,4.52E-07
437.6375,0,5.58E-07
437.9,0,6.17E-07
438.175,0,6.80E-07
438.425,0,7.90E-07
438.675,0,8.85E-07
438.925,0,9.91E-07
439.2,0,1.12E-06
439.4625,0,1.23E-06
439.725,0,1.35E-06
440.95,0,1.99E-06
441.35,0,2.19E-06
441.6,0,2.32E-06
441.875,0,2.47E-06
442.125,0,2.61E-06
442.3875,0,3.20E-06
443.5875,0,3.35E-06
443.8625,0,3.46E-06
444.1125,0,3.59E-06
444.375,0,3.70E-06
444.6375,0,3.86E-06
444.8875,0,4.24E-06
446.1875,0,4.31E-06
446.45,0,4.42E-06
446.725,0,4.45E-06
446.9875,0,4.48E-06
447.2625,0,4.54E-06
447.55,0,4.55E-06
447.825,0,4.65E-06
448.0875,0,4.70E-06
448.35,0,4.67E-06
448.625,0,4.73E-06
448.9,0,4.77E-06
449.1375,0,4.80E-06
449.4125,0,4.88E-06
449.6625,0,4.91E-06
449.9625,0,5.08E-06
451.1125,0,5.16E-06
451.375,0,5.18E-06
451.65,0,5.25E-06
451.9125,0,5.34E-06
452.1875,0,5.40E-06
452.475,0,5.71E-06
453.675,0,5.84E-06
453.9625,0,5.89E-06
454.2125,0,5.96E-06
454.4875,0,6.05E-06
454.7375,0,6.09E-06
456.075,0,6.50E-06
456.35,0,6.53E-06
456.675,0,6.62E-06
456.95,0,6.69E-06
457.2125,0,6.80E-06
457.5,0,6.81E-06
457.7625,0,6.91E-06
458.0125,0,6.94E-06
458.275,0,6.98E-06
458.5375,0,7.06E-06
458.7875,0,7.10E-06
459.0375,0,7.14E-06
459.3,0,7.21E-06
459.575,0,7.21E-06
459.85,0,7.25E-06
461.0625,0,7.26E-06
461.325,0,7.30E-06
461.6,0,7.29E-06
461.85,0,7.28E-06
462.125,0,7.29E-06
462.3875,0,7.29E-06
463.575,0,7.35E-06
463.8375,0,7.32E-06
464.1,0,7.35E-06
464.35,0,7.34E-06
464.625,0,7.39E-06
464.8875,0,7.41E-06
466.2,0,7.44E-06
466.4625,0,7.45E-06
466.7375,0,7.46E-06
467,0,7.50E-06
467.2625,0,7.48E-06
467.55,0,7.53E-06
467.8125,0,7.51E-06
468.0875,0,7.56E-06
468.35,0,7.54E-06
468.6125,0,7.61E-06
468.875,0,7.61E-06
469.15,0,7.59E-06
469.4125,0,7.60E-06
469.675,0,7.63E-06
